,user_id,timestamp,page_location,engagement_time_msec,quiz_part,engagement_time_sec,diff_time
12796,331,2023-06-11 12:24:16.975735,https://lookiero.fr/user/quiz/photos,28790,photos,28.79,113.851977
12765,331,2023-06-11 12:26:10.827712,https://lookiero.fr/user/quiz/register,25885,register,25.885,25.885
36663,366,2023-01-23 12:32:45.735308,https://lookiero.fr/user/quiz/work,,work,,16.634314
36684,366,2023-01-23 12:33:02.369622,https://lookiero.fr/user/quiz/fit,21626,fit,21.626,17.005609
36664,366,2023-01-23 12:33:19.375231,https://lookiero.fr/user/quiz/highlight,12019,highlight,12.019,9.753881
36665,366,2023-01-23 12:33:29.129112,https://lookiero.fr/user/quiz/body-shape,9740,body-shape,9.74,15.602898000000001
36666,366,2023-01-23 12:33:44.732010,https://lookiero.fr/user/quiz/eyes,15587,eyes,15.587,6.143241000000001
36667,366,2023-01-23 12:33:50.875251,https://lookiero.fr/user/quiz/hair,6116,hair,6.116,16.881556
36669,366,2023-01-23 12:34:07.756807,https://lookiero.fr/user/quiz/measurements,14961,measurements,14.961,13.041495000000001
36670,366,2023-01-23 12:34:20.798302,https://lookiero.fr/user/quiz/focus,8035,focus,8.035,9.491839
36668,366,2023-01-23 12:34:30.290141,https://lookiero.fr/user/quiz/adventurous,9449,adventurous,9.449,11.628072000000001
36671,366,2023-01-23 12:34:41.918213,https://lookiero.fr/user/quiz/styles,11625,styles,11.625,20.844955000000002
36672,366,2023-01-23 12:35:02.763168,https://lookiero.fr/user/quiz/prices,20814,prices,20.814,7.384658000000001
36685,366,2023-01-23 12:35:10.147826,https://lookiero.fr/user/quiz/avoid,7378,avoid,7.378,5.4614590000000005
36673,366,2023-01-23 12:35:15.609285,https://lookiero.fr/user/quiz/footwear,10460,footwear,10.46,22.279317000000002
36674,366,2023-01-23 12:35:37.888602,https://lookiero.fr/user/quiz/you,17256,you,17.256,13.585148
36686,366,2023-01-23 12:35:51.473750,https://lookiero.fr/user/quiz/photos,13238,photos,13.238,9.8385
36688,366,2023-01-23 12:36:01.312250,https://lookiero.fr/user/quiz/register,5815,register,5.815,5.815
18338,375,2023-07-24 22:01:01.644387,https://lookiero.fr/user/quiz/work,,work,,9.626393
18339,375,2023-07-24 22:01:11.270780,https://lookiero.fr/user/quiz/fit,5774,fit,5.774,5.482359000000001
18340,375,2023-07-24 22:01:16.753139,https://lookiero.fr/user/quiz/highlight,5473,highlight,5.473,28.047165000000003
18344,375,2023-07-24 22:01:44.800304,https://lookiero.fr/user/quiz/sizes,3599,sizes,3.599,7.314635000000001
18345,375,2023-07-24 22:01:52.114939,https://lookiero.fr/user/quiz/hair,11591,hair,11.591,0.67574
18346,375,2023-07-24 22:01:52.790679,https://lookiero.fr/user/quiz/eyes,58,eyes,0.058,3.839083
18347,375,2023-07-24 22:01:56.629762,https://lookiero.fr/user/quiz/body-shape,69,body-shape,0.069,0.069
31325,421,2023-02-19 16:19:04.497719,https://lookiero.de/user/quiz/work,,work,,21.790334
31316,421,2023-02-19 16:19:26.288053,https://lookiero.de/user/quiz/highlight,13704,highlight,13.704,109.103581
31320,421,2023-02-19 16:21:15.391634,https://lookiero.de/user/quiz/sizes,4371,sizes,4.371,303.69660500000003
31321,421,2023-02-19 16:26:19.088239,https://lookiero.de/user/quiz/hair,115596,hair,115.596,115.596
27776,437,2023-03-18 15:45:05.986558,https://lookiero.fr/user/quiz/work,,work,,5.91859
27777,437,2023-03-18 15:45:11.905148,https://lookiero.fr/user/quiz/fit,5917,fit,5.917,12.439664
27778,437,2023-03-18 15:45:24.344812,https://lookiero.fr/user/quiz/highlight,12437,highlight,12.437,19.043647
27779,437,2023-03-18 15:45:43.388459,https://lookiero.fr/user/quiz/body-shape,24058,body-shape,24.058,74.752261
27841,437,2023-03-18 15:46:58.140720,https://lookiero.fr/user/quiz/eyes,74749,eyes,74.749,14.652735000000002
27780,437,2023-03-18 15:47:12.793455,https://lookiero.fr/user/quiz/hair,9644,hair,9.644,19.532173
27781,437,2023-03-18 15:47:32.325628,https://lookiero.fr/user/quiz/sizes,19525,sizes,19.525,25.193847
27842,437,2023-03-18 15:47:57.519475,https://lookiero.fr/user/quiz/measurements,25196,measurements,25.196,4.686625
27782,437,2023-03-18 15:48:02.206100,https://lookiero.fr/user/quiz/focus,9700,focus,9.7,16.761713
27843,437,2023-03-18 15:48:18.967813,https://lookiero.fr/user/quiz/adventurous,11752,adventurous,11.752,24.373831000000003
27846,437,2023-03-18 15:48:43.341644,https://lookiero.fr/user/quiz/styles,24368,styles,24.368,65.326435
27852,437,2023-03-18 15:49:48.668079,https://lookiero.fr/user/quiz/prices,70336,prices,70.336,11.256401
27899,437,2023-03-18 15:49:59.924480,https://lookiero.fr/user/quiz/avoid,6249,avoid,6.249,19.450199
27853,437,2023-03-18 15:50:19.374679,https://lookiero.fr/user/quiz/footwear,19443,footwear,19.443,28.970194000000003
27856,437,2023-03-18 15:50:48.344873,https://lookiero.fr/user/quiz/you,28969,you,28.969,13.102306
27857,437,2023-03-18 15:51:01.447179,https://lookiero.fr/user/quiz/photos,18115,photos,18.115,62.640301
27797,437,2023-03-18 15:52:38.226467,https://lookiero.fr/user/quiz/register,24455,register,24.455,24.455
36178,468,2023-01-23 19:33:54.226922,https://lookiero.de/user/quiz/work,1,work,0.001,18.868186
36153,468,2023-01-23 19:34:13.095108,https://lookiero.de/user/quiz/fit,19317,fit,19.317,20.570758
36140,468,2023-01-23 19:34:33.665866,https://lookiero.de/user/quiz/highlight,20626,highlight,20.626,23.731522000000002
36141,468,2023-01-23 19:34:57.397388,https://lookiero.de/user/quiz/body-shape,28560,body-shape,28.56,31.461469
36142,468,2023-01-23 19:35:28.858857,https://lookiero.de/user/quiz/eyes,26509,eyes,26.509,7.23636
36158,468,2023-01-23 19:35:36.095217,https://lookiero.de/user/quiz/hair,7150,hair,7.15,18.422209000000002
36154,468,2023-01-23 19:35:54.517426,https://lookiero.de/user/quiz/sizes,18552,sizes,18.552,33.327067
36159,468,2023-01-23 19:36:27.844493,https://lookiero.de/user/quiz/measurements,38301,measurements,38.301,24.679122000000003
36155,468,2023-01-23 19:36:52.523615,https://lookiero.de/user/quiz/focus,19485,focus,19.485,29.249316
36156,468,2023-01-23 19:37:21.772931,https://lookiero.de/user/quiz/adventurous,29352,adventurous,29.352,30.725529
36160,468,2023-01-23 19:37:52.498460,https://lookiero.de/user/quiz/styles,35518,styles,35.518,70.36349
36143,468,2023-01-23 19:39:02.861950,https://lookiero.de/user/quiz/prices,70600,prices,70.6,17.901569000000002
36157,468,2023-01-23 19:39:20.763519,https://lookiero.de/user/quiz/avoid,12812,avoid,12.812,30.165991
36144,468,2023-01-23 19:39:50.929510,https://lookiero.de/user/quiz/footwear,30235,footwear,30.235,17.501785
36179,468,2023-01-23 19:40:08.431295,https://lookiero.de/user/quiz/you,22511,you,22.511,70.46045500000001
36145,468,2023-01-23 19:41:18.891750,https://lookiero.de/user/quiz/photos,70149,photos,70.149,566.7737510000001
36168,468,2023-01-23 19:51:08.255149,https://lookiero.de/user/quiz/register,17643,register,17.643,17.643
11687,501,2023-01-05 07:13:26.892933,https://lookiero.fr/user/quiz/register,345336,register,345.336,345.336
34832,569,2023-06-09 17:58:49.380286,https://lookiero.es/user/quiz,,,,
31028,610,2023-02-19 06:55:53.532201,https://lookiero.fr/user/quiz/work,,work,,7.924682000000001
31019,610,2023-02-19 06:56:01.456883,https://lookiero.fr/user/quiz/fit,7913,fit,7.913,15.795833000000002
31013,610,2023-02-19 06:56:17.252716,https://lookiero.fr/user/quiz/highlight,15723,highlight,15.723,8.455271
31014,610,2023-02-19 06:56:25.707987,https://lookiero.fr/user/quiz/body-shape,12923,body-shape,12.923,38.003744000000005
31020,610,2023-02-19 06:57:03.711731,https://lookiero.fr/user/quiz/eyes,33463,eyes,33.463,7.979913000000001
31022,610,2023-02-19 06:57:11.691644,https://lookiero.fr/user/quiz/sizes,5193,sizes,5.193,35.514318
31038,610,2023-02-19 06:57:47.205962,https://lookiero.fr/user/quiz/measurements,35578,measurements,35.578,13.349870000000001
31015,610,2023-02-19 06:58:00.555832,https://lookiero.fr/user/quiz/focus,8690,focus,8.69,13.356239
31023,610,2023-02-19 06:58:13.912071,https://lookiero.fr/user/quiz/adventurous,13318,adventurous,13.318,16.326884
31016,610,2023-02-19 06:58:30.238955,https://lookiero.fr/user/quiz/styles,16323,styles,16.323,17.742398
31029,610,2023-02-19 06:58:47.981353,https://lookiero.fr/user/quiz/prices,22254,prices,22.254,13.444393000000002
31039,610,2023-02-19 06:59:01.425746,https://lookiero.fr/user/quiz/avoid,8831,avoid,8.831,36.269924
31017,610,2023-02-19 06:59:37.695670,https://lookiero.fr/user/quiz/footwear,36240,footwear,36.24,29.487118000000002
31030,610,2023-02-19 07:00:07.182788,https://lookiero.fr/user/quiz/you,33951,you,33.951,24.417938000000003
31031,610,2023-02-19 07:00:31.600726,https://lookiero.fr/user/quiz/photos,19855,photos,19.855,94.510063
16940,718,2023-07-27 10:18:37.048779,https://lookiero.es/user/quiz/photos,1211,photos,1.211,1398.501848
16971,718,2023-07-27 10:41:55.550627,https://lookiero.es/user/quiz/you,65,you,0.065,0.494653
16973,718,2023-07-27 10:41:56.045280,https://lookiero.es/user/quiz/footwear,53,footwear,0.053,0.5049980000000001
16972,718,2023-07-27 10:41:56.550278,https://lookiero.es/user/quiz/avoid,37,avoid,0.037,0.44445100000000004
16975,718,2023-07-27 10:41:56.994729,https://lookiero.es/user/quiz/prices,38,prices,0.038,0.6485500000000001
16974,718,2023-07-27 10:41:57.643279,https://lookiero.es/user/quiz/styles,63,styles,0.063,12996.551866000002
17411,718,2023-07-27 14:18:34.195145,https://lookiero.es/user/quiz/adventurous,,adventurous,,0.43543000000000004
17409,718,2023-07-27 14:18:34.630575,https://lookiero.es/user/quiz/focus,48,focus,0.048,6815.224741
17457,718,2023-07-27 16:12:09.855316,https://lookiero.es/user/quiz/sizes,,sizes,,0.23767000000000002
17468,718,2023-07-27 16:12:10.092986,https://lookiero.es/user/quiz/eyes,33,eyes,0.033,0.200195
17459,718,2023-07-27 16:12:10.293181,https://lookiero.es/user/quiz/body-shape,42,body-shape,0.042,0.148059
17460,718,2023-07-27 16:12:10.441240,https://lookiero.es/user/quiz/highlight,48,highlight,0.048,5.760003
17462,718,2023-07-27 16:12:16.201243,https://lookiero.es/user/quiz,46,,0.046,3003164.401448
21594,718,2023-08-31 10:25:00.602691,https://lookiero.es/user/quiz/measurements,,measurements,,14.346726
21597,718,2023-08-31 10:25:14.949417,https://lookiero.es/user/quiz/work,,work,,9.974895
21598,718,2023-08-31 10:25:24.924312,https://lookiero.es/user/quiz/fit,7758,fit,7.758,14892.719114000001
21638,718,2023-08-31 14:33:37.643426,https://lookiero.es/user/quiz/hair,2510,hair,2.51,2.51
3651,735,2023-01-06 12:29:02.978439,https://lookiero.pt/user/quiz/register,393122,register,393.122,393.122
23707,740,2023-06-29 11:21:15.588052,https://lookiero.pt/user/quiz/work,,work,,8.769763000000001
23739,740,2023-06-29 11:21:24.357815,https://lookiero.pt/user/quiz/fit,8605,fit,8.605,10.930569
23708,740,2023-06-29 11:21:35.288384,https://lookiero.pt/user/quiz/highlight,16058,highlight,16.058,29.006376000000003
23709,740,2023-06-29 11:22:04.294760,https://lookiero.pt/user/quiz/body-shape,23891,body-shape,23.891,30.683885000000004
23740,740,2023-06-29 11:22:34.978645,https://lookiero.pt/user/quiz/eyes,35371,eyes,35.371,11.610422000000002
23711,740,2023-06-29 11:22:46.589067,https://lookiero.pt/user/quiz/hair,6142,hair,6.142,7.183847
23710,740,2023-06-29 11:22:53.772914,https://lookiero.pt/user/quiz/sizes,7870,sizes,7.87,26.7235
23712,740,2023-06-29 11:23:20.496414,https://lookiero.pt/user/quiz/measurements,26686,measurements,26.686,11.313938
23741,740,2023-06-29 11:23:31.810352,https://lookiero.pt/user/quiz/focus,11230,focus,11.23,19.611414
23713,740,2023-06-29 11:23:51.421766,https://lookiero.pt/user/quiz/adventurous,24604,adventurous,24.604,20.046835
23714,740,2023-06-29 11:24:11.468601,https://lookiero.pt/user/quiz/styles,14990,styles,14.99,84.350328
23715,740,2023-06-29 11:25:35.818929,https://lookiero.pt/user/quiz/prices,89165,prices,89.165,12.429881
23716,740,2023-06-29 11:25:48.248810,https://lookiero.pt/user/quiz/avoid,7494,avoid,7.494,66.52668700000001
23718,740,2023-06-29 11:26:54.775497,https://lookiero.pt/user/quiz/photos,24911,photos,24.911,59.577192000000004
23728,740,2023-06-29 11:27:54.352689,https://lookiero.pt/user/quiz/footwear,,footwear,,2.02572
23743,740,2023-06-29 11:27:56.378409,https://lookiero.pt/user/quiz/you,1484,you,1.484,8.201483
23730,740,2023-06-29 11:28:04.579892,https://lookiero.pt/user/quiz/register,4125,register,4.125,4.125
27871,763,2023-03-18 15:53:24.412634,https://lookiero.es/user/quiz/work,16238,work,16.238,7.092041
27805,763,2023-03-18 15:53:31.504675,https://lookiero.es/user/quiz/fit,7121,fit,7.121,21.200252000000003
27807,763,2023-03-18 15:53:52.704927,https://lookiero.es/user/quiz/body-shape,10694,body-shape,10.694,21.489144
27810,763,2023-03-18 15:54:14.194071,https://lookiero.es/user/quiz/hair,5657,hair,5.657,65.13104
27813,763,2023-03-18 15:55:19.325111,https://lookiero.es/user/quiz/measurements,17957,measurements,17.957,6.677633
27875,763,2023-03-18 15:55:26.002744,https://lookiero.es/user/quiz/sizes,1519,sizes,1.519,5.828285
27816,763,2023-03-18 15:55:31.831029,https://lookiero.es/user/quiz,1246,,1.246,5.369375000000001
27882,763,2023-03-18 15:55:37.200404,https://lookiero.es/user/quiz/highlight,2288,highlight,2.288,6.13579
27817,763,2023-03-18 15:55:43.336194,https://lookiero.es/user/quiz/eyes,1215,eyes,1.215,5.23031
27884,763,2023-03-18 15:55:48.566504,https://lookiero.es/user/quiz/focus,1415,focus,1.415,24.391642
27822,763,2023-03-18 15:56:12.958146,https://lookiero.es/user/quiz/styles,22078,styles,22.078,42.661453
27824,763,2023-03-18 15:56:55.619599,https://lookiero.es/user/quiz/prices,47600,prices,47.6,9.355373
27825,763,2023-03-18 15:57:04.974972,https://lookiero.es/user/quiz/avoid,4406,avoid,4.406,22.621164
27889,763,2023-03-18 15:57:27.596136,https://lookiero.es/user/quiz/footwear,22613,footwear,22.613,26.271388
27890,763,2023-03-18 15:57:53.867524,https://lookiero.es/user/quiz/you,26270,you,26.27,10.704925000000001
27891,763,2023-03-18 15:58:04.572449,https://lookiero.es/user/quiz/photos,15717,photos,15.717,10.622966
21847,766,2023-06-28 05:07:30.803093,https://lookiero.it/user/quiz,2039,,2.039,2.039
31060,878,2023-02-18 23:25:14.833298,https://lookiero.de/user/quiz/work,,work,,9.727789000000001
31061,878,2023-02-18 23:25:24.561087,https://lookiero.de/user/quiz/fit,9707,fit,9.707,15.290583000000002
31062,878,2023-02-18 23:25:39.851670,https://lookiero.de/user/quiz/highlight,20293,highlight,20.293,33.433966000000005
31063,878,2023-02-18 23:26:13.285636,https://lookiero.de/user/quiz/body-shape,28188,body-shape,28.188,23.223988000000002
31064,878,2023-02-18 23:26:36.509624,https://lookiero.de/user/quiz/eyes,23342,eyes,23.342,4.2128380000000005
31065,878,2023-02-18 23:26:40.722462,https://lookiero.de/user/quiz/hair,9203,hair,9.203,17.716566
31066,878,2023-02-18 23:26:58.439028,https://lookiero.de/user/quiz/sizes,12620,sizes,12.62,34.611972
31067,878,2023-02-18 23:27:33.051000,https://lookiero.de/user/quiz/measurements,34611,measurements,34.611,9.755713
31068,878,2023-02-18 23:27:42.806713,https://lookiero.de/user/quiz/focus,9752,focus,9.752,18.491701000000003
31069,878,2023-02-18 23:28:01.298414,https://lookiero.de/user/quiz/adventurous,23454,adventurous,23.454,32.347879
31070,878,2023-02-18 23:28:33.646293,https://lookiero.de/user/quiz/styles,27222,styles,27.222,50.120298000000005
31071,878,2023-02-18 23:29:23.766591,https://lookiero.de/user/quiz/prices,55025,prices,55.025,11.479763
31072,878,2023-02-18 23:29:35.246354,https://lookiero.de/user/quiz/avoid,6553,avoid,6.553,34.276343000000004
31073,878,2023-02-18 23:30:09.522697,https://lookiero.de/user/quiz/you,34227,you,34.227,21.81866
31074,878,2023-02-18 23:30:31.341357,https://lookiero.de/user/quiz/photos,26793,photos,26.793,17.407057000000002
31077,878,2023-02-18 23:31:59.742491,https://lookiero.de/user/quiz/register,65551,register,65.551,65.551
5641,920,2023-04-10 14:54:12.120169,https://lookiero.es/user/quiz/work,,work,,15.882704
5654,920,2023-04-10 14:54:28.002873,https://lookiero.es/user/quiz/fit,15601,fit,15.601,26.850024
5671,920,2023-04-10 14:54:54.852897,https://lookiero.es/user/quiz/highlight,27023,highlight,27.023,12.327243000000001
5703,920,2023-04-10 14:55:07.180140,https://lookiero.es/user/quiz/body-shape,17367,body-shape,17.367,35.316848
5685,920,2023-04-10 14:55:42.496988,https://lookiero.es/user/quiz/eyes,30263,eyes,30.263,8.53224
5672,920,2023-04-10 14:55:51.029228,https://lookiero.es/user/quiz/hair,8483,hair,8.483,11.62188
5682,920,2023-04-10 14:56:02.651108,https://lookiero.es/user/quiz/sizes,11580,sizes,11.58,18.554073000000002
5704,920,2023-04-10 14:56:21.205181,https://lookiero.es/user/quiz/measurements,23548,measurements,23.548,18.045765
5693,920,2023-04-10 14:56:39.250946,https://lookiero.es/user/quiz/focus,12987,focus,12.987,18.72043
5673,920,2023-04-10 14:56:57.971376,https://lookiero.es/user/quiz/adventurous,18687,adventurous,18.687,20.697933000000003
5674,920,2023-04-10 14:57:18.669309,https://lookiero.es/user/quiz/styles,20692,styles,20.692,64.32990000000001
5705,920,2023-04-10 14:58:22.999209,https://lookiero.es/user/quiz/prices,69285,prices,69.285,12.503584
5706,920,2023-04-10 14:58:35.502793,https://lookiero.es/user/quiz/avoid,7464,avoid,7.464,9.845578000000001
5707,920,2023-04-10 14:58:45.348371,https://lookiero.es/user/quiz/footwear,9835,footwear,9.835,34.704522000000004
5676,920,2023-04-10 14:59:20.052893,https://lookiero.es/user/quiz/you,34649,you,34.649,20.999364
5675,920,2023-04-10 14:59:41.052257,https://lookiero.es/user/quiz/photos,25998,photos,25.998,75.253145
5708,920,2023-04-10 15:00:56.305402,https://lookiero.es/user/quiz/register,65415,register,65.415,65.415
36047,951,2023-01-23 14:55:42.052369,https://lookiero.fr/user/quiz/work,,work,,7.731433000000001
36048,951,2023-01-23 14:55:49.783802,https://lookiero.fr/user/quiz/fit,7702,fit,7.702,10.228319
36006,951,2023-01-23 14:56:00.012121,https://lookiero.fr/user/quiz/highlight,10202,highlight,10.202,22.104680000000002
36007,951,2023-01-23 14:56:22.116801,https://lookiero.fr/user/quiz/body-shape,27140,body-shape,27.14,800.826897
36008,951,2023-01-23 15:09:42.943698,https://lookiero.fr/user/quiz/eyes,24127,eyes,24.127,9.677496000000001
36014,951,2023-01-23 15:09:52.621194,https://lookiero.fr/user/quiz/hair,4736,hair,4.736,10.083226
36049,951,2023-01-23 15:10:02.704420,https://lookiero.fr/user/quiz/sizes,10010,sizes,10.01,108.079397
36015,951,2023-01-23 15:11:50.783817,https://lookiero.fr/user/quiz/measurements,43580,measurements,43.58,14.531336000000001
36016,951,2023-01-23 15:12:05.315153,https://lookiero.fr/user/quiz/focus,9547,focus,9.547,12.538948000000001
36033,951,2023-01-23 15:12:17.854101,https://lookiero.fr/user/quiz/adventurous,12554,adventurous,12.554,23.986181000000002
36009,951,2023-01-23 15:12:41.840282,https://lookiero.fr/user/quiz/styles,23988,styles,23.988,24.150813000000003
36050,951,2023-01-23 15:13:05.991095,https://lookiero.fr/user/quiz/prices,29168,prices,29.168,11.942210000000001
36034,951,2023-01-23 15:13:17.933305,https://lookiero.fr/user/quiz/avoid,6928,avoid,6.928,11.342041
36017,951,2023-01-23 15:13:29.275346,https://lookiero.fr/user/quiz/footwear,11296,footwear,11.296,21.046868
36018,951,2023-01-23 15:13:50.322214,https://lookiero.fr/user/quiz/you,21069,you,21.069,12.303713
36019,951,2023-01-23 15:14:02.625927,https://lookiero.fr/user/quiz/photos,12298,photos,12.298,5.326604000000001
36010,951,2023-01-23 15:14:45.856957,https://lookiero.fr/user/quiz/register,30044,register,30.044,30.044
24866,975,2023-08-04 06:25:58.365181,https://lookiero.fr/user/quiz/work,,work,,3.75252
24898,975,2023-08-04 06:26:02.117701,https://lookiero.fr/user/quiz/fit,3745,fit,3.745,3.745
6484,986,2023-04-10 02:05:47.358487,https://lookiero.fr/user/quiz/work,,work,,23.338495
6485,986,2023-04-10 02:06:10.696982,https://lookiero.fr/user/quiz/fit,23310,fit,23.31,22.859989000000002
6486,986,2023-04-10 02:06:33.556971,https://lookiero.fr/user/quiz/highlight,22828,highlight,22.828,50.79204
6487,986,2023-04-10 02:07:24.349011,https://lookiero.fr/user/quiz/body-shape,55784,body-shape,55.784,53.608609
6488,986,2023-04-10 02:08:17.957620,https://lookiero.fr/user/quiz/eyes,48579,eyes,48.579,13.962165
6489,986,2023-04-10 02:08:31.919785,https://lookiero.fr/user/quiz/hair,18969,hair,18.969,16.610033
6490,986,2023-04-10 02:08:48.529818,https://lookiero.fr/user/quiz/sizes,11545,sizes,11.545,46.02412
6491,986,2023-04-10 02:09:34.553938,https://lookiero.fr/user/quiz/measurements,51001,measurements,51.001,28.642961000000003
6492,986,2023-04-10 02:10:03.196899,https://lookiero.fr/user/quiz/focus,23605,focus,23.605,54.013389000000004
6493,986,2023-04-10 02:10:57.210288,https://lookiero.fr/user/quiz/adventurous,59006,adventurous,59.006,41.181552
6494,986,2023-04-10 02:11:38.391840,https://lookiero.fr/user/quiz/styles,36136,styles,36.136,227.50309800000002
6495,986,2023-04-10 02:15:25.894938,https://lookiero.fr/user/quiz/prices,232485,prices,232.485,36.182280000000006
6496,986,2023-04-10 02:16:02.077218,https://lookiero.fr/user/quiz/avoid,31162,avoid,31.162,61.176503000000004
6497,986,2023-04-10 02:17:03.253721,https://lookiero.fr/user/quiz/you,66148,you,66.148,63.781154
6498,986,2023-04-10 02:18:07.034875,https://lookiero.fr/user/quiz/photos,58717,photos,58.717,295.17636500000003
6501,986,2023-04-10 02:23:02.211240,https://lookiero.fr/user/quiz/register,131561,register,131.561,131.561
